index,learning_rate,batch_size,num_unit,auc,epochs,activation,dropout_rate,initilizer,num_layers,momentum,optimizer
33708,0.01,1000,5,0.47269734352531595,20,tanh,0.1,normal,2,0,SGD
14270,0.001,50,256,0.4726784227654583,50,sigmoid,0,normal,2,0,SGD
45065,0.01,500,100,0.4726784227654583,50,selu,0.7,lecun_uniform,5,0,SGD
9597,0.001,100,10,0.47267842276545824,100,tanh,0,normal,5,0,SGD
14387,0.001,500,2048,0.47267842276545824,20,sigmoid,0,normal,5,0,SGD
2891,0.001,500,5,0.4726595020056006,20,relu,0.5,uniform,2,0,SGD
32620,0.01,200,10,0.47265950200560053,1,tanh,0,normal,5,0,SGD
9987,0.001,100,512,0.4726405812457428,1,tanh,0,uniform,2,0,SGD
10350,0.001,1000,2048,0.4726405812457428,1,tanh,0,he_uniform,5,0,SGD
17658,0.001,1000,10,0.4726405812457428,50,sigmoid,0.7,normal,5,0,SGD
18126,0.001,1000,2048,0.4726405812457428,1,sigmoid,0.7,uniform,5,0,SGD
39311,0.01,500,100,0.4726405812457428,100,sigmoid,0.5,lecun_uniform,5,0,SGD
10959,0.001,100,5,0.47262166048588516,50,tanh,0.1,uniform,2,0,SGD
40965,0.01,100,10,0.47262166048588516,100,sigmoid,0.7,uniform,2,0,SGD
4356,0.001,1000,5,0.47260273972602745,20,relu,0.7,he_uniform,5,0,SGD
5850,0.001,1000,10,0.4726027397260274,50,softsign,0.1,lecun_uniform,5,0,SGD
14769,0.001,100,10,0.4726027397260274,20,sigmoid,0,he_uniform,5,0,SGD
40888,0.01,200,2048,0.4726027397260274,50,sigmoid,0.7,normal,5,0,SGD
24942,0.01,1000,256,0.47258381896616974,1,relu,0.1,uniform,5,0,SGD
14668,0.001,200,2048,0.4725838189661697,1,sigmoid,0,uniform,5,0,SGD
19014,0.001,1000,5,0.47256489820631203,1,selu,0,uniform,2,0,SGD
17515,0.001,20,512,0.472564898206312,100,sigmoid,0.7,lecun_uniform,5,0,SGD
18394,0.001,200,2048,0.472564898206312,20,sigmoid,0.7,he_uniform,2,0,SGD
22181,0.001,500,5,0.472564898206312,1,selu,0.7,normal,2,0,SGD
44723,0.01,500,10,0.4725648982063119,20,selu,0.5,he_uniform,5,0,SGD
22112,0.001,50,512,0.47252705668659656,20,selu,0.7,lecun_uniform,5,0,SGD
24388,0.01,200,512,0.4725270566865965,1,relu,0.1,lecun_uniform,2,0,SGD
39732,0.01,1000,2048,0.47250813592673885,20,sigmoid,0.5,normal,5,0,SGD
14414,0.001,50,5,0.4725081359267388,50,sigmoid,0,uniform,2,0,SGD
11823,0.001,100,5,0.47248921516688114,50,tanh,0.5,normal,2,0,SGD
22792,0.001,200,5,0.47248921516688114,50,selu,0.7,he_uniform,5,0,SGD
40133,0.01,500,100,0.47248921516688114,1,sigmoid,0.5,he_uniform,2,0,SGD
7566,0.001,1000,10,0.4724513736471657,1,softsign,0.5,uniform,5,0,SGD
16840,0.001,200,100,0.4724513736471657,50,sigmoid,0.5,uniform,5,0,SGD
18092,0.001,50,512,0.47245137364716566,100,sigmoid,0.7,uniform,5,0,SGD
3869,0.001,500,100,0.4724513736471656,1,relu,0.7,normal,5,0,SGD
29404,0.01,200,5,0.4724513736471656,1,softsign,0.1,uniform,5,0,SGD
39685,0.01,20,512,0.472432452887308,50,sigmoid,0.5,normal,5,0,SGD
9542,0.001,50,5,0.4724324528873079,50,tanh,0,normal,5,0,SGD
41933,0.01,500,256,0.4724135321274503,1,selu,0,normal,5,0,SGD
17066,0.001,50,10,0.47239461136759253,1,sigmoid,0.5,he_uniform,5,0,SGD
39708,0.01,1000,2048,0.4723756906077349,20,sigmoid,0.5,normal,2,0,SGD
4644,0.001,1000,5,0.4723756906077348,20,softsign,0,lecun_uniform,5,0,SGD
36706,0.01,200,100,0.4723756906077348,20,tanh,0.7,he_uniform,5,0,SGD
15783,0.001,100,512,0.47237569060773477,50,sigmoid,0.1,uniform,5,0,SGD
18098,0.001,50,2048,0.47237569060773477,1,sigmoid,0.7,uniform,2,0,SGD
17797,0.001,20,512,0.4723567698478771,50,sigmoid,0.7,normal,5,0,SGD
30150,0.01,1000,512,0.47233784908801935,1,softsign,0.5,lecun_uniform,2,0,SGD
40057,0.01,20,5,0.4723189283281617,1,sigmoid,0.5,he_uniform,5,0,SGD
10704,0.001,1000,5,0.47231892832816164,100,tanh,0.1,normal,5,0,SGD
11865,0.001,100,10,0.4723000075683039,20,tanh,0.5,normal,2,0,SGD
15664,0.001,200,100,0.4723000075683039,50,sigmoid,0.1,uniform,2,0,SGD
24772,0.01,200,5,0.47228108680844627,1,relu,0.1,uniform,2,0,SGD
26867,0.01,500,10,0.4722810868084462,20,relu,0.7,normal,5,0,SGD
386,0.001,50,100,0.47226216604858856,1,relu,0,normal,2,0,SGD
8610,0.001,1000,2048,0.4722621660485885,50,softsign,0.7,normal,2,0,SGD
29742,0.01,1000,10,0.4722621660485885,1,softsign,0.1,he_uniform,5,0,SGD
41318,0.01,50,100,0.4722621660485885,50,sigmoid,0.7,he_uniform,5,0,SGD
48343,0.1,20,2048,0.4722621660485885,20,relu,0.1,he_uniform,2,0,SGD
36132,0.01,1000,100,0.47224324528873074,20,tanh,0.7,normal,5,0,SGD
40914,0.01,1000,5,0.4722243245288731,50,sigmoid,0.7,uniform,2,0,SGD
14539,0.001,20,100,0.47220540376901543,100,sigmoid,0,uniform,5,0,SGD
39631,0.01,20,256,0.4722054037690154,20,sigmoid,0.5,normal,5,0,SGD
8702,0.001,50,10,0.4722054037690153,50,softsign,0.7,uniform,2,0,SGD
31141,0.01,20,5,0.4722054037690153,50,softsign,0.7,lecun_uniform,5,0,SGD
9578,0.001,50,10,0.47218648300915766,1,tanh,0,normal,5,0,SGD
34023,0.01,100,5,0.47218648300915766,50,tanh,0.1,uniform,5,0,SGD
39250,0.01,200,10,0.47218648300915766,20,sigmoid,0.5,lecun_uniform,5,0,SGD
14258,0.001,50,256,0.4721675622492999,1,sigmoid,0,normal,2,0,SGD
27085,0.01,20,5,0.4721675622492999,50,relu,0.7,uniform,2,0,SGD
1798,0.001,200,10,0.47214864148944224,100,relu,0.1,uniform,2,0,SGD
6079,0.001,20,5,0.47214864148944224,20,softsign,0.1,normal,5,0,SGD
7629,0.001,100,100,0.47214864148944224,100,softsign,0.5,uniform,5,0,SGD
10699,0.001,20,5,0.47214864148944224,100,tanh,0.1,normal,5,0,SGD
12342,0.001,1000,2048,0.47214864148944224,1,tanh,0.5,uniform,2,0,SGD
40012,0.01,200,2048,0.4721486414894422,1,sigmoid,0.5,uniform,5,0,SGD
16572,0.001,1000,256,0.4721107999697268,20,sigmoid,0.5,normal,2,0,SGD
2660,0.001,50,10,0.47211079996972677,100,relu,0.5,normal,2,0,SGD
2993,0.001,500,100,0.47211079996972677,50,relu,0.5,uniform,2,0,SGD
8694,0.001,1000,10,0.47211079996972677,1,softsign,0.7,uniform,2,0,SGD
13514,0.001,50,2048,0.47211079996972677,1,tanh,0.7,uniform,5,0,SGD
12652,0.001,200,2048,0.4720729584500114,1,tanh,0.5,he_uniform,5,0,SGD
15066,0.001,1000,10,0.47207295845001135,50,sigmoid,0.1,lecun_uniform,5,0,SGD
17277,0.001,100,2048,0.47207295845001135,100,sigmoid,0.5,he_uniform,5,0,SGD
21930,0.001,1000,5,0.47207295845001135,50,selu,0.7,lecun_uniform,5,0,SGD
14049,0.001,100,512,0.4720729584500113,20,sigmoid,0,lecun_uniform,5,0,SGD
26717,0.01,500,512,0.47205403769015364,1,relu,0.7,lecun_uniform,5,0,SGD
14337,0.001,100,512,0.472035116930296,20,sigmoid,0,normal,5,0,SGD
16845,0.001,100,100,0.472035116930296,100,sigmoid,0.5,uniform,5,0,SGD
4420,0.001,200,100,0.47203511693029593,1,relu,0.7,he_uniform,2,0,SGD
22782,0.001,1000,5,0.47203511693029593,1,selu,0.7,he_uniform,5,0,SGD
36076,0.01,200,10,0.47203511693029593,1,tanh,0.7,normal,5,0,SGD
40540,0.01,200,512,0.4720161961704382,1,sigmoid,0.7,lecun_uniform,5,0,SGD
14316,0.001,1000,512,0.47201619617043816,20,sigmoid,0,normal,2,0,SGD
19908,0.001,1000,5,0.4719972754105805,20,selu,0.1,normal,5,0,SGD
39028,0.01,200,256,0.4719972754105805,1,sigmoid,0.1,he_uniform,2,0,SGD
12557,0.001,500,256,0.47199727541058045,1,tanh,0.5,he_uniform,5,0,SGD
13156,0.001,200,512,0.47199727541058045,1,tanh,0.7,normal,2,0,SGD
12239,0.001,500,100,0.4719783546507228,100,tanh,0.5,uniform,5,0,SGD
15617,0.001,500,10,0.4719783546507228,50,sigmoid,0.1,uniform,2,0,SGD
40967,0.01,500,10,0.4719783546507228,100,sigmoid,0.7,uniform,2,0,SGD
44113,0.01,20,10,0.4719594338908651,1,selu,0.5,normal,2,0,SGD
24652,0.01,200,256,0.47195943389086503,1,relu,0.1,normal,5,0,SGD
45256,0.01,200,5,0.4719405131310074,50,selu,0.7,normal,5,0,SGD
20208,0.001,1000,5,0.4719405131310073,100,selu,0.1,uniform,5,0,SGD
7206,0.001,1000,5,0.4719215923711497,1,softsign,0.5,normal,2,0,SGD
3815,0.001,500,10,0.4719215923711496,100,relu,0.7,normal,2,0,SGD
4804,0.001,200,512,0.4719215923711496,1,softsign,0,lecun_uniform,2,0,SGD
5226,0.001,1000,5,0.4719215923711496,50,softsign,0,uniform,5,0,SGD
9732,0.001,1000,512,0.4719215923711496,20,tanh,0,normal,5,0,SGD
10986,0.001,1000,5,0.4719215923711496,50,tanh,0.1,uniform,5,0,SGD
17136,0.001,1000,100,0.4719215923711496,100,sigmoid,0.5,he_uniform,5,0,SGD
23672,0.01,50,10,0.4719215923711496,20,relu,0,uniform,2,0,SGD
36074,0.01,50,10,0.4719215923711496,1,tanh,0.7,normal,5,0,SGD
14719,0.001,20,5,0.47190267161129196,20,sigmoid,0,he_uniform,5,0,SGD
49201,0.1,20,2048,0.4719026716112919,1,relu,0.5,uniform,2,0,SGD
5474,0.001,50,5,0.47188375085143425,1,softsign,0,he_uniform,2,0,SGD
9794,0.001,50,5,0.47188375085143425,1,tanh,0,uniform,2,0,SGD
6995,0.001,500,10,0.4718837508514342,20,softsign,0.5,lecun_uniform,5,0,SGD
11171,0.001,500,512,0.4718837508514342,20,tanh,0.1,uniform,5,0,SGD
11819,0.001,500,5,0.4718837508514342,20,tanh,0.5,normal,2,0,SGD
11915,0.001,500,100,0.4718837508514342,20,tanh,0.5,normal,2,0,SGD
14268,0.001,1000,256,0.4718837508514342,20,sigmoid,0,normal,2,0,SGD
17011,0.001,20,5,0.4718837508514342,100,sigmoid,0.5,he_uniform,2,0,SGD
17462,0.001,50,256,0.4718837508514342,50,sigmoid,0.7,lecun_uniform,5,0,SGD
18108,0.001,1000,2048,0.47188375085143414,20,sigmoid,0.7,uniform,2,0,SGD
10729,0.001,20,10,0.4718648300915765,1,tanh,0.1,normal,5,0,SGD
16426,0.001,200,5,0.4718648300915764,20,sigmoid,0.5,normal,2,0,SGD
40966,0.01,200,10,0.4718648300915764,100,sigmoid,0.7,uniform,2,0,SGD
2056,0.001,200,5,0.47184590933171877,50,relu,0.1,he_uniform,5,0,SGD
15325,0.001,20,10,0.47184590933171877,50,sigmoid,0.1,normal,2,0,SGD
1542,0.001,1000,100,0.4718080678120034,1,relu,0.1,normal,2,0,SGD
28080,0.01,1000,100,0.4718080678120034,100,softsign,0,normal,5,0,SGD
39021,0.01,100,100,0.4718080678120034,100,sigmoid,0.1,he_uniform,5,0,SGD
3353,0.001,500,256,0.47180806781200335,50,relu,0.5,he_uniform,5,0,SGD
6088,0.001,200,5,0.47180806781200335,50,softsign,0.1,normal,5,0,SGD
17711,0.001,500,100,0.47180806781200335,100,sigmoid,0.7,normal,5,0,SGD
23744,0.01,50,100,0.47180806781200335,20,relu,0,uniform,5,0,SGD
31974,0.01,1000,5,0.4718080678120033,1,softsign,0.7,he_uniform,2,0,SGD
39245,0.01,500,10,0.4718080678120033,1,sigmoid,0.5,lecun_uniform,5,0,SGD
6150,0.001,1000,100,0.47177022629228793,1,softsign,0.1,normal,2,0,SGD
11981,0.001,500,256,0.47177022629228793,1,tanh,0.5,normal,5,0,SGD
9726,0.001,1000,512,0.4717702262922879,1,tanh,0,normal,5,0,SGD
9535,0.001,20,5,0.4717513055324302,20,tanh,0,normal,5,0,SGD
30609,0.01,100,10,0.4717513055324301,20,softsign,0.5,uniform,5,0,SGD
4081,0.001,20,10,0.47173238477257246,1,relu,0.7,uniform,2,0,SGD
12183,0.001,100,10,0.47173238477257246,50,tanh,0.5,uniform,5,0,SGD
33582,0.01,1000,256,0.47173238477257246,1,tanh,0.1,lecun_uniform,5,0,SGD
34108,0.01,200,100,0.4717323847725724,1,tanh,0.1,uniform,5,0,SGD
14096,0.001,50,2048,0.47171346401271474,20,sigmoid,0,lecun_uniform,5,0,SGD
31766,0.01,50,10,0.47171346401271474,50,softsign,0.7,uniform,5,0,SGD
17069,0.001,500,10,0.4716945432528571,1,sigmoid,0.5,he_uniform,5,0,SGD
19035,0.001,100,5,0.4716945432528571,1,selu,0,uniform,5,0,SGD
18053,0.001,500,512,0.47169454325285703,1,sigmoid,0.7,uniform,2,0,SGD
16926,0.001,1000,512,0.471694543252857,1,sigmoid,0.5,uniform,5,0,SGD
22635,0.001,100,256,0.47167562249299927,1,selu,0.7,uniform,5,0,SGD
10011,0.001,100,512,0.4716567017331416,1,tanh,0,uniform,5,0,SGD
19917,0.001,100,5,0.4716567017331416,100,selu,0.1,normal,5,0,SGD
38364,0.01,1000,10,0.47165670173314156,20,sigmoid,0.1,normal,2,0,SGD
36028,0.01,200,5,0.47163778097328396,1,tanh,0.7,normal,5,0,SGD
5289,0.001,100,100,0.47161886021342625,20,softsign,0,uniform,2,0,SGD
41843,0.01,500,10,0.47161886021342625,20,selu,0,normal,5,0,SGD
14917,0.001,20,512,0.4716188602134262,50,sigmoid,0,he_uniform,5,0,SGD
4300,0.001,200,2048,0.47161886021342614,1,relu,0.7,uniform,5,0,SGD
8976,0.001,1000,5,0.47161886021342614,100,softsign,0.7,he_uniform,5,0,SGD
10733,0.001,500,10,0.47161886021342614,1,tanh,0.1,normal,5,0,SGD
5868,0.001,1000,100,0.47158101869371083,20,softsign,0.1,lecun_uniform,2,0,SGD
4301,0.001,500,2048,0.4715810186937108,1,relu,0.7,uniform,5,0,SGD
25732,0.01,200,100,0.4715810186937108,1,relu,0.5,normal,2,0,SGD
11033,0.001,500,10,0.4715810186937107,50,tanh,0.1,uniform,5,0,SGD
15834,0.001,1000,2048,0.4715810186937107,50,sigmoid,0.1,uniform,5,0,SGD
44964,0.01,1000,5,0.4715810186937107,20,selu,0.7,lecun_uniform,5,0,SGD
40498,0.01,200,256,0.47156209793385306,20,sigmoid,0.7,lecun_uniform,5,0,SGD
6108,0.001,1000,10,0.471562097933853,20,softsign,0.1,normal,2,0,SGD
9970,0.001,200,256,0.4715431771739954,20,tanh,0,uniform,5,0,SGD
37814,0.01,50,10,0.4715431771739953,50,sigmoid,0,he_uniform,5,0,SGD
40338,0.01,1000,5,0.4715431771739953,50,sigmoid,0.7,lecun_uniform,2,0,SGD
12980,0.001,50,5,0.47152425641413764,100,tanh,0.7,normal,2,0,SGD
36956,0.01,50,10,0.47152425641413764,100,sigmoid,0,lecun_uniform,5,0,SGD
39923,0.01,500,256,0.4715053356542799,20,sigmoid,0.5,uniform,5,0,SGD
48923,0.1,500,2048,0.4715053356542799,20,relu,0.5,normal,2,0,SGD
2681,0.001,500,10,0.47148641489442217,50,relu,0.5,normal,5,0,SGD
33012,0.01,1000,256,0.47146749413456446,20,tanh,0,uniform,5,0,SGD
24899,0.01,500,100,0.47144857337470675,20,relu,0.1,uniform,5,0,SGD
39474,0.01,1000,5,0.4714485733747067,50,sigmoid,0.5,normal,2,0,SGD
17918,0.001,50,10,0.47142965261484904,50,sigmoid,0.7,uniform,2,0,SGD
8363,0.001,500,5,0.4713918110951336,20,softsign,0.7,normal,2,0,SGD
11332,0.001,200,100,0.4713918110951336,1,tanh,0.1,he_uniform,2,0,SGD
12449,0.001,500,10,0.4713918110951336,50,tanh,0.5,he_uniform,2,0,SGD
18148,0.001,200,5,0.47139181109513356,1,sigmoid,0.7,he_uniform,2,0,SGD
42964,0.01,200,10,0.47137289033527596,1,selu,0.1,normal,2,0,SGD
7292,0.001,50,10,0.47137289033527585,100,softsign,0.5,normal,5,0,SGD
2114,0.001,50,100,0.4713539695754183,1,relu,0.1,he_uniform,2,0,SGD
9544,0.001,200,5,0.4713539695754182,50,tanh,0,normal,5,0,SGD
27010,0.01,200,512,0.4713539695754182,20,relu,0.7,normal,5,0,SGD
8816,0.001,50,256,0.47135396957541814,20,softsign,0.7,uniform,5,0,SGD
19886,0.001,50,5,0.47135396957541814,50,selu,0.1,normal,2,0,SGD
40013,0.01,500,2048,0.47135396957541814,1,sigmoid,0.5,uniform,5,0,SGD
15794,0.001,50,2048,0.4713350488155605,1,sigmoid,0.1,uniform,2,0,SGD
17997,0.001,100,100,0.47133504881556043,100,sigmoid,0.7,uniform,5,0,SGD
37132,0.01,200,2048,0.47133504881556043,1,sigmoid,0,lecun_uniform,5,0,SGD
4642,0.001,200,5,0.47131612805570267,20,softsign,0,lecun_uniform,5,0,SGD
20281,0.001,20,100,0.47131612805570267,1,selu,0.1,uniform,5,0,SGD
16303,0.001,20,256,0.47127828653598736,20,sigmoid,0.5,lecun_uniform,5,0,SGD
18274,0.001,200,100,0.47127828653598736,20,sigmoid,0.7,he_uniform,5,0,SGD
23352,0.01,1000,5,0.47127828653598736,100,relu,0,normal,2,0,SGD
28828,0.01,200,5,0.47127828653598725,1,softsign,0.1,lecun_uniform,5,0,SGD
37282,0.01,200,100,0.47127828653598725,20,sigmoid,0,normal,5,0,SGD
41417,0.01,500,512,0.47127828653598725,50,sigmoid,0.7,he_uniform,5,0,SGD
8354,0.001,50,5,0.4712404450162719,1,softsign,0.7,normal,2,0,SGD
12005,0.001,500,512,0.4712404450162719,1,tanh,0.5,normal,2,0,SGD
15810,0.001,1000,2048,0.4712404450162719,50,sigmoid,0.1,uniform,2,0,SGD
22734,0.001,1000,2048,0.4712404450162718,1,selu,0.7,uniform,5,0,SGD
39982,0.01,200,512,0.47122152425641417,100,sigmoid,0.5,uniform,5,0,SGD
34710,0.01,1000,256,0.47120260349655646,1,tanh,0.5,lecun_uniform,2,0,SGD
40962,0.01,1000,10,0.47120260349655635,50,sigmoid,0.7,uniform,2,0,SGD
12185,0.001,500,10,0.47118368273669875,50,tanh,0.5,uniform,5,0,SGD
28072,0.01,200,100,0.47118368273669875,50,softsign,0,normal,5,0,SGD
24575,0.01,500,10,0.4711836827366987,100,relu,0.1,normal,5,0,SGD
39462,0.01,1000,5,0.4711836827366987,1,sigmoid,0.5,normal,2,0,SGD
10060,0.001,200,2048,0.471164761976841,1,tanh,0,uniform,5,0,SGD
14335,0.001,20,512,0.471164761976841,20,sigmoid,0,normal,5,0,SGD
23679,0.01,100,10,0.471164761976841,50,relu,0,uniform,2,0,SGD
27030,0.01,1000,2048,0.471164761976841,1,relu,0.7,normal,2,0,SGD
31523,0.01,500,100,0.471164761976841,20,softsign,0.7,normal,5,0,SGD
41208,0.01,1000,5,0.471164761976841,100,sigmoid,0.7,he_uniform,2,0,SGD
48,0.001,1000,5,0.47116476197684093,100,relu,0,lecun_uniform,5,0,SGD
29106,0.01,1000,5,0.4711458412169832,50,softsign,0.1,normal,2,0,SGD
9538,0.001,200,5,0.4711269204571256,20,tanh,0,normal,5,0,SGD
2397,0.001,100,10,0.47112692045712556,100,relu,0.5,lecun_uniform,5,0,SGD
14408,0.001,50,5,0.47112692045712556,20,sigmoid,0,uniform,2,0,SGD
10800,0.001,1000,100,0.47112692045712545,100,tanh,0.1,normal,5,0,SGD
474,0.001,1000,256,0.47108907893741014,50,relu,0,normal,5,0,SGD
13841,0.001,500,5,0.4710890789374101,50,sigmoid,0,lecun_uniform,2,0,SGD
3940,0.001,200,512,0.47108907893741003,1,relu,0.7,normal,2,0,SGD
14521,0.001,20,100,0.47107015817755243,1,sigmoid,0,uniform,5,0,SGD
4171,0.001,20,100,0.4710512374176947,100,relu,0.7,uniform,5,0,SGD
14752,0.001,200,10,0.4710512374176947,50,sigmoid,0,he_uniform,2,0,SGD
17329,0.001,20,10,0.4710512374176947,1,sigmoid,0.7,lecun_uniform,2,0,SGD
23394,0.01,1000,10,0.47105123741769467,50,relu,0,normal,2,0,SGD
39868,0.01,200,100,0.47103231665783707,1,sigmoid,0.5,uniform,5,0,SGD
19044,0.001,1000,5,0.471032316657837,20,selu,0,uniform,5,0,SGD
29429,0.01,500,10,0.471032316657837,1,softsign,0.1,uniform,2,0,SGD
1323,0.001,100,256,0.4710133958979793,1,relu,0.1,lecun_uniform,5,0,SGD
30698,0.01,50,256,0.4710133958979793,1,softsign,0.5,uniform,5,0,SGD
31444,0.01,200,10,0.4710133958979793,1,softsign,0.7,normal,2,0,SGD
2895,0.001,100,5,0.4709755543782639,50,relu,0.5,uniform,2,0,SGD
37731,0.01,100,5,0.4709755543782639,1,sigmoid,0,he_uniform,2,0,SGD
4407,0.001,100,10,0.4709755543782638,50,relu,0.7,he_uniform,5,0,SGD
30125,0.01,500,256,0.4709755543782638,1,softsign,0.5,lecun_uniform,5,0,SGD
15460,0.001,200,512,0.47097555437826377,1,sigmoid,0.1,normal,2,0,SGD
10984,0.001,200,5,0.4709377128585484,50,tanh,0.1,uniform,5,0,SGD
16282,0.001,200,256,0.4709377128585484,20,sigmoid,0.5,lecun_uniform,2,0,SGD
34940,0.01,50,10,0.4709377128585484,100,tanh,0.5,normal,5,0,SGD
36991,0.01,20,100,0.4709377128585484,20,sigmoid,0,lecun_uniform,5,0,SGD
44342,0.01,50,2048,0.4709377128585484,50,selu,0.5,normal,5,0,SGD
4614,0.001,1000,5,0.47089987133883304,1,softsign,0,lecun_uniform,2,0,SGD
24940,0.01,200,256,0.470899871338833,1,relu,0.1,uniform,5,0,SGD
3534,0.001,1000,10,0.47089987133883293,1,relu,0.7,lecun_uniform,5,0,SGD
16710,0.001,1000,5,0.47089987133883293,1,sigmoid,0.5,uniform,2,0,SGD
18304,0.001,200,256,0.4708809505789753,50,sigmoid,0.7,he_uniform,2,0,SGD
3266,0.001,50,100,0.47082418829940215,1,relu,0.5,he_uniform,2,0,SGD
7826,0.001,50,10,0.4708241882994021,1,softsign,0.5,he_uniform,2,0,SGD
38163,0.01,100,256,0.4708241882994021,1,sigmoid,0.1,lecun_uniform,2,0,SGD
49535,0.1,500,2048,0.47082418829940204,100,relu,0.5,he_uniform,5,0,SGD
39763,0.01,20,5,0.47080526753954444,100,sigmoid,0.5,uniform,2,0,SGD
14869,0.001,20,256,0.4707863467796867,50,sigmoid,0,he_uniform,5,0,SGD
15613,0.001,20,10,0.4707863467796867,50,sigmoid,0.1,uniform,2,0,SGD
10827,0.001,100,256,0.47078634677968667,1,tanh,0.1,normal,5,0,SGD
26188,0.01,200,2048,0.47078634677968667,1,relu,0.5,uniform,5,0,SGD
36608,0.01,50,5,0.47078634677968667,20,tanh,0.7,he_uniform,5,0,SGD
30532,0.01,200,5,0.47076742601982896,1,softsign,0.5,uniform,2,0,SGD
32639,0.01,500,10,0.47076742601982896,100,tanh,0,normal,5,0,SGD
9365,0.001,500,256,0.4707485052599713,1,tanh,0,lecun_uniform,2,0,SGD
22262,0.001,50,10,0.4707485052599713,50,selu,0.7,normal,5,0,SGD
3338,0.001,50,256,0.47074850525997125,1,relu,0.5,he_uniform,5,0,SGD
13690,0.001,200,256,0.47074850525997125,20,tanh,0.7,he_uniform,2,0,SGD
41193,0.01,100,5,0.47074850525997125,20,sigmoid,0.7,he_uniform,2,0,SGD
48366,0.1,1000,2048,0.47074850525997125,1,relu,0.1,he_uniform,5,0,SGD
8666,0.001,50,5,0.47072958450011354,1,softsign,0.7,uniform,5,0,SGD
28351,0.01,20,100,0.47072958450011354,20,softsign,0,uniform,5,0,SGD
6746,0.001,50,100,0.4707106637402559,1,softsign,0.1,he_uniform,5,0,SGD
4012,0.001,200,2048,0.4707106637402558,1,relu,0.7,normal,5,0,SGD
8763,0.001,100,100,0.4707106637402558,1,softsign,0.7,uniform,5,0,SGD
14082,0.001,1000,2048,0.4707106637402558,50,sigmoid,0,lecun_uniform,2,0,SGD
17859,0.001,100,5,0.47069174298039806,1,sigmoid,0.7,uniform,2,0,SGD
9006,0.001,1000,10,0.4706728222205404,1,softsign,0.7,he_uniform,5,0,SGD
31230,0.01,1000,100,0.4706728222205404,1,softsign,0.7,lecun_uniform,5,0,SGD
21113,0.001,500,10,0.470634980700825,50,selu,0.5,normal,5,0,SGD
28565,0.01,500,10,0.470634980700825,1,softsign,0,he_uniform,2,0,SGD
2238,0.001,1000,512,0.4706349807008249,1,relu,0.1,he_uniform,5,0,SGD
16862,0.001,50,256,0.4706160599409672,50,sigmoid,0.5,uniform,2,0,SGD
34878,0.01,1000,5,0.4706160599409672,1,tanh,0.5,normal,5,0,SGD
17470,0.001,200,256,0.47059713918110957,100,sigmoid,0.7,lecun_uniform,5,0,SGD
14821,0.001,20,100,0.4705782184212517,50,sigmoid,0,he_uniform,5,0,SGD
34937,0.01,500,10,0.47055929766139415,50,tanh,0.5,normal,5,0,SGD
19918,0.001,200,5,0.470559297661394,100,selu,0.1,normal,5,0,SGD
13959,0.001,100,100,0.4705214561416787,50,sigmoid,0,lecun_uniform,5,0,SGD
16033,0.001,20,512,0.4705214561416787,1,sigmoid,0.1,he_uniform,2,0,SGD
9516,0.001,1000,5,0.4705214561416786,20,tanh,0,normal,2,0,SGD
13134,0.001,1000,256,0.4705214561416786,1,tanh,0.7,normal,5,0,SGD
7295,0.001,500,10,0.47050253538182096,100,softsign,0.5,normal,5,0,SGD
45307,0.01,20,10,0.47050253538182096,100,selu,0.7,normal,5,0,SGD
7575,0.001,100,10,0.47048361462196325,50,softsign,0.5,uniform,5,0,SGD
43974,0.01,1000,512,0.47048361462196325,1,selu,0.5,lecun_uniform,2,0,SGD
34073,0.01,500,10,0.4704836146219632,50,tanh,0.1,uniform,5,0,SGD
37344,0.01,1000,256,0.4704836146219632,100,sigmoid,0,normal,5,0,SGD
18173,0.001,500,5,0.47046469386210554,1,sigmoid,0.7,he_uniform,5,0,SGD
23117,0.01,500,10,0.4704268523423901,1,relu,0,lecun_uniform,5,0,SGD
23412,0.01,1000,10,0.4704268523423901,20,relu,0,normal,5,0,SGD
17510,0.001,50,512,0.47042685234239007,50,sigmoid,0.7,lecun_uniform,5,0,SGD
45107,0.01,500,256,0.47040793158253236,20,selu,0.7,lecun_uniform,5,0,SGD
39458,0.01,50,5,0.4703890108226747,1,sigmoid,0.5,normal,2,0,SGD
9153,0.001,100,512,0.47037009006281694,20,softsign,0.7,he_uniform,5,0,SGD
11526,0.001,1000,5,0.47037009006281694,1,tanh,0.5,lecun_uniform,2,0,SGD
18892,0.001,200,256,0.47037009006281694,1,selu,0,normal,5,0,SGD
26358,0.01,1000,256,0.47037009006281694,1,relu,0.5,he_uniform,2,0,SGD
38969,0.01,500,10,0.47037009006281694,50,sigmoid,0.1,he_uniform,5,0,SGD
41244,0.01,1000,10,0.47037009006281694,20,sigmoid,0.7,he_uniform,2,0,SGD
7548,0.001,1000,10,0.4703700900628169,20,softsign,0.5,uniform,2,0,SGD
40502,0.01,50,256,0.47035116930295917,50,sigmoid,0.7,lecun_uniform,5,0,SGD
41030,0.01,50,100,0.47035116930295917,50,sigmoid,0.7,uniform,5,0,SGD
7877,0.001,500,100,0.4703322485431015,1,softsign,0.5,he_uniform,2,0,SGD
17999,0.001,500,100,0.4703322485431015,100,sigmoid,0.7,uniform,5,0,SGD
